PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Ajustes de amortiguación,Color,Homologación,Longitud (mm),Spring Rate,Picture1,Picture2,AllPicturesZIP,Document1,DeliveryPlant
1021708,59415,KIT001,BITUBO,BITUB STEERING DAMPER MOUNTING KIT,Kit montaje amortiguador de dirección Bitubo,230.99,190.90,124.09,8033914069780,1,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,1888,157,232,220,37,,,,,,https://api.mybihr.com/medias/1021708-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODEyNzF8aW1hZ2UvanBlZ3xhR0l6TDJnME9DODRPVFk1TWpJek9EWTBNelV3THpFd01qRTNNRGd0TVY4NE1EQlhlRGd3TUVnfDRmNTFiOTEzYmM5NGIwNjViODkxZmM1Y2Q1MDJlNjNjNDc4N2Y3MGJjNmJiYzdjMzdhNmYwZGI5MTg5ODY4ODU,,https://static.bihr.pro/eBihr/Pictures/BITUBO-pictures.zip,,Spain Warehouse (Parts)
1021714,59421,KIT019,BITUBO,BITUB STEERING DAMPER MOUNTING KIT,Kit montaje amortiguador de dirección Bitubo,80.99,66.93,36.50,8033914070465,1,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p><a id=""_dx_frag_StartFragment""></a>BITUBO is an Italian manufacturer of forks, shock absorbers and steering dampers for motorcycles and maxi-scooters. Race-developed, this manufacturer's suspension components combine performance and aesthetics.</p></body> </html>","       BITUBO is an Italian manufacturer of forks, shock absorbers and steering dampers for motorcycles and maxi-scooters. Race-developed, this manufacturer's suspension components combine performance and aesthetics. ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,1577,117,250,166,38,,,,,,https://api.mybihr.com/medias/1021714-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODEyNzF8aW1hZ2UvanBlZ3xhRFZsTDJnMlppODRPVFk1TWpJMU1EUXpPVGs0THpFd01qRTNNVFF0TVY4NE1EQlhlRGd3TUVnfGZkNTU4ZDEyMjMwMDM4ZmU4YmUzYTY4MzZjN2E4YTk2YTEwNzkxMDNlZDg5MzE2ZjdhZjI5NTI2ZjE5MTE0Mjc,,https://static.bihr.pro/eBihr/Pictures/BITUBO-pictures.zip,,Spain Warehouse (Parts)
1021689,59543,A2016SSWNB,BITUBO,BITUB STEERING DAMPER BLK,Cilindro amortiguador de dirección Bitubo color Negro L.231mm,265.49,219.41,130.00,8033914173586,1,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p><a id=""_dx_frag_StartFragment""></a>BITUBO suspension components for motorcycles and maxi-scooters, combining aesthetics and technology.</p><p> </p><ul> <li>Sold by unit</li><li>High quality compared to the OEM</li></ul> </body> </html>","       BITUBO suspension components for motorcycles and maxi-scooters, combining aesthetics and technology.  Sold by unitHigh quality compared to the OEM  ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,595,230,278,63,34,,,,,,https://api.mybihr.com/medias/1021689-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjEwMjh8aW1hZ2UvanBlZ3xhRGsyTDJnMk1TODRPVFk1TWpJd01USTROems0THpFd01qRTJPRGt0TVY4NE1EQlhlRGd3TUVnfDQzYmExNTRkOWFjZjk4ZDgyMTA5Yjc2NGU1ZmRiMzFjYmNlNGFhYzBkMWEzMzkxNTA1OThjOWY1MDE1YTE5YWM,,https://static.bihr.pro/eBihr/Pictures/BITUBO-pictures.zip,,Spain Warehouse (Parts)
1021682,59536,A2005SSWNB,BITUBO,BITUB STEERING DAMPER BLK,Cilindro amortiguador de dirección Bitubo color Negro L.422mm,282.49,233.46,151.75,8033914173401,2,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p><a id=""_dx_frag_StartFragment""></a>BITUBO suspension components for motorcycles and maxi-scooters, combining aesthetics and technology.</p><p> </p><ul> <li>Sold by unit</li><li>High quality compared to the OEM</li></ul> </body> </html>","       BITUBO suspension components for motorcycles and maxi-scooters, combining aesthetics and technology.  Sold by unitHigh quality compared to the OEM  ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,7246,714,453,172,93,,Negro,,,,https://api.mybihr.com/medias/1021682-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjEwMjh8aW1hZ2UvanBlZ3xhREF3TDJobU5TODRPVFk1TWpFNE56VXlOVFF5THpFd01qRTJPREl0TVY4NE1EQlhlRGd3TUVnfDk0YjM5YTYxNTVhZDBmNGI4NDAxOWY2ZTY1ODhkM2I1ZTc4NmZkODhjOWVjMjExNGJjZGE4YjUzZmZjNWJkZTA,,https://static.bihr.pro/eBihr/Pictures/BITUBO-pictures.zip,,Spain Warehouse (Parts)
1021685,59539,A2011SSWNB,BITUBO,BITUB STEERING DAMPER BLK,Cilindro amortiguador de dirección Bitubo color Negro L.332mm,282.49,233.46,136.00,8033914173531,1,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p><a id=""_dx_frag_StartFragment""></a>BITUBO suspension components for motorcycles and maxi-scooters, combining aesthetics and technology.</p><p> </p><ul> <li>Sold by unit</li><li>High quality compared to the OEM</li></ul> </body> </html>","       BITUBO suspension components for motorcycles and maxi-scooters, combining aesthetics and technology.  Sold by unitHigh quality compared to the OEM  ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,7246,626,453,172,93,,Negro,,,,https://api.mybihr.com/medias/1021685-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjEwMjh8aW1hZ2UvanBlZ3xhR1kxTDJoaFpTODRPVFk1TWpFNU16UXlNelkyTHpFd01qRTJPRFV0TVY4NE1EQlhlRGd3TUVnfDU5OTlhNmUwMzVkMGIyMDNmZTM5ZDE5MzU1Y2I0YWQ1MDc0MTJkODI4MWM1N2RlNmViMDRlZjY2NjYwMjQ1MDY,,https://static.bihr.pro/eBihr/Pictures/BITUBO-pictures.zip,,Spain Warehouse (Parts)
1021687,59541,A2013SSWNB,BITUBO,BITUB STEERING DAMPER BLK,Cilindro amortiguador de dirección Bitubo color Negro L.432mm,278.49,230.16,135.00,8033914173562,1,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p><a id=""_dx_frag_StartFragment""></a>BITUBO suspension components for motorcycles and maxi-scooters, combining aesthetics and technology.</p><p> </p><ul> <li>Sold by unit</li><li>High quality compared to the OEM</li></ul> </body> </html>","       BITUBO suspension components for motorcycles and maxi-scooters, combining aesthetics and technology.  Sold by unitHigh quality compared to the OEM  ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,7451,697,456,172,95,,Negro,,,,https://api.mybihr.com/medias/1021687-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjEwMjh8aW1hZ2UvanBlZ3xhRFk0TDJoaE1TODRPVFk1TWpFNU56TTFOVGd5THpFd01qRTJPRGN0TVY4NE1EQlhlRGd3TUVnfGJjYWUwMWFlODVjYjRhZWQzMzA4OTJjOTU0MjQ3OTljZWQwMzA2YjM5MzgwNmIxYWY2ZTg1ZWQ0NDcyNzIzY2M,,https://static.bihr.pro/eBihr/Pictures/BITUBO-pictures.zip,,Spain Warehouse (Parts)
1021719,59426,KIT029,BITUBO,BITUB STEERING DAMPER MOUNTING KIT,Kit montaje amortiguador de dirección Bitubo,83.49,69.00,44.85,8033914076214,1,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p><a id=""_dx_frag_StartFragment""></a>BITUBO is an Italian manufacturer of forks, shock absorbers and steering dampers for motorcycles and maxi-scooters. Race-developed, this manufacturer's suspension components combine performance and aesthetics.</p></body> </html>","       BITUBO is an Italian manufacturer of forks, shock absorbers and steering dampers for motorcycles and maxi-scooters. Race-developed, this manufacturer's suspension components combine performance and aesthetics. ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,1349,75,257,164,32,,,,,,https://api.mybihr.com/medias/1021719-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODEyNzF8aW1hZ2UvanBlZ3xhRGxqTDJnM055ODVNREV5TlRNME1URTJNemd5THpFd01qRTNNVGt0TVY4NE1EQlhlRGd3TUVnfGU1YjkxYjEyZTIyODBmMWZhNWFiODQxZjkyYmVjZTU5NGRiYWI2MDBkYmExZDdkYWU3YzU2ZWE5NGJjZmFlZWE,,https://static.bihr.pro/eBihr/Pictures/BITUBO-pictures.zip,,Spain Warehouse (Parts)
1021684,59538,A2010SSWNB,BITUBO,BITUB STEERING DAMPER BLK,Cilindro amortiguador de dirección Bitubo color Negro L.282mm,300.99,248.75,135.00,8033914173500,1,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p><a id=""_dx_frag_StartFragment""></a>BITUBO suspension components for motorcycles and maxi-scooters, combining aesthetics and technology.</p><p> </p><ul> <li>Sold by unit</li><li>High quality compared to the OEM</li></ul> </body> </html>","       BITUBO suspension components for motorcycles and maxi-scooters, combining aesthetics and technology.  Sold by unitHigh quality compared to the OEM  ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,7636,598,453,172,98,,Negro,,,,https://api.mybihr.com/medias/1021684-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjEwMjh8aW1hZ2UvanBlZ3xhR00yTDJoaU5TODRPVFk1TWpFNU1UUTFOelU0THpFd01qRTJPRFF0TVY4NE1EQlhlRGd3TUVnfDE0OGE1NDVhMjQyODJhZGQ2YTI2ODkyNWJjNGZiM2Y4ODgwYzIwMjI5NWMzZmM1NjQzYjg2NWQ0NWUzYjRiOTc,,https://static.bihr.pro/eBihr/Pictures/BITUBO-pictures.zip,,Spain Warehouse (Parts)
1021755,59462,KIT073,BITUBO,BITUB STEERING DAMPER MOUNTING KIT,Kit montaje amortiguador de dirección Bitubo,207.99,171.89,111.73,8033914140779,2,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,1875,141,238,197,40,,,,,,https://api.mybihr.com/medias/1021755-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODEyNzF8aW1hZ2UvanBlZ3xhRGd4TDJnMlpTODRPVFk1TWpNek1UQTBPVEkyTHpFd01qRTNOVFV0TVY4NE1EQlhlRGd3TUVnfDc4YzMwZWU5OTNlZGMwYjIxYjRiNmZiNTZjNjJiNjZkMzkyOGI1M2FkN2VkZWYyNjRjOTRjMWFmMjc4NmIwODc,,https://static.bihr.pro/eBihr/Pictures/BITUBO-pictures.zip,,Spain Warehouse (Parts)
1021760,59467,KIT079,BITUBO,BITUB STEERING DAMPER MOUNTING KIT,Kit montaje amortiguador de dirección Bitubo,255.19,210.90,125.00,8033914122430,1,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p><a id=""_dx_frag_StartFragment""></a>BITUBO is an Italian manufacturer of forks, shock absorbers and steering dampers for motorcycles and maxi-scooters. Race-developed, this manufacturer's suspension components combine performance and aesthetics.</p></body> </html>","       BITUBO is an Italian manufacturer of forks, shock absorbers and steering dampers for motorcycles and maxi-scooters. Race-developed, this manufacturer's suspension components combine performance and aesthetics. ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,1894,214,253,156,48,,,,,,https://api.mybihr.com/medias/1021760-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODEyNzF8aW1hZ2UvanBlZ3xhR000TDJoa05TODRPVFk1TWpNME1EZzNPVFkyTHpFd01qRTNOakF0TVY4NE1EQlhlRGd3TUVnfDRkYmU3NDFhYTRhYTExMjRjZmIwMDAwYzc2YzY1MGRhMzZjODZiNjY0Y2ZlOGViOGQ2NzNhYmZhNzgwMzhlZmE,,https://static.bihr.pro/eBihr/Pictures/BITUBO-pictures.zip,,Spain Warehouse (Parts)
1021761,59468,KIT080,BITUBO,BITUB STEERING DAMPER MOUNTING KIT,Kit montaje amortiguador de dirección Bitubo,207.99,171.89,111.73,8033914140816,1,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,7567,210,453,174,96,,,,,,https://api.mybihr.com/medias/1021761-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODEyNzF8aW1hZ2UvanBlZ3xhRGs1TDJoa1l5ODRPVFk1TWpNME1qZzBOVGMwTHpFd01qRTNOakV0TVY4NE1EQlhlRGd3TUVnfDhmZjU4NTNjMmU0NzhjNjg2OTlhZDYxMzdlOGRhOTNiOGQ2ZmFhMzZkMTU0Y2JiM2Q0NWJjNDQ2MDkxMWFkNmE,,https://static.bihr.pro/eBihr/Pictures/BITUBO-pictures.zip,,Spain Warehouse (Parts)
1021766,59473,KIT088,BITUBO,BITUB STEERING DAMPER MOUNTING KIT,Kit montaje amortiguador de dirección Bitubo,334.49,276.44,179.69,8033914140854,2,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,1954,278,256,159,48,,,,,,https://api.mybihr.com/medias/1021766-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODEyNzF8aW1hZ2UvanBlZ3xhR05tTDJoaU9TODRPVFk1TWpNMU1qWTNOakUwTHpFd01qRTNOall0TVY4NE1EQlhlRGd3TUVnfDI5YzcyMDc3MTJjZTU1MjM5Y2RjNjAyNTI2YWUwM2MwYThhMDkxZjYyYWE4YmVhNzAwYTI4ZWJkMjQ4ODM5OTM,,https://static.bihr.pro/eBihr/Pictures/BITUBO-pictures.zip,,Spain Warehouse (Parts)
1021779,59486,KIT109,BITUBO,BITUB STEERING DAMPER MOUNTING KIT,Kit montaje amortiguador de dirección Bitubo,306.13,253.00,130.57,8033914131715,1,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,2264,264,251,164,55,,,,,,https://api.mybihr.com/medias/1021779-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODEyNzF8aW1hZ2UvanBlZ3xhR05sTDJneVpDODRPVFk1TWpNM09ESXpOVEU0THpFd01qRTNOemt0TVY4NE1EQlhlRGd3TUVnfGY5MWNkMDlmZGRlN2EyNmZjY2FmZjE5YjY1NjYwMWRiN2Q1MWM2ODBkMDU3ODk5ODkzMmRlZWU1OWUzZTcyNzU,,https://static.bihr.pro/eBihr/Pictures/BITUBO-pictures.zip,,Spain Warehouse (Parts)
1021782,59489,KIT112,BITUBO,BITUB STEERING DAMPER MOUNTING KIT,Kit montaje amortiguador de dirección Bitubo,83.49,69.00,44.85,8033914135294,2,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p><a id=""_dx_frag_StartFragment""></a>BITUBO is an Italian manufacturer of forks, shock absorbers and steering dampers for motorcycles and maxi-scooters. Race-developed, this manufacturer's suspension components combine performance and aesthetics.</p></body> </html>","       BITUBO is an Italian manufacturer of forks, shock absorbers and steering dampers for motorcycles and maxi-scooters. Race-developed, this manufacturer's suspension components combine performance and aesthetics. ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,1535,102,254,159,38,,,,,,https://api.mybihr.com/medias/1021782-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODEyNzF8aW1hZ2UvanBlZ3xhR1E0TDJnNE9TODRPVFk1TWpNNE5ERXpNelF5THpFd01qRTNPREl0TVY4NE1EQlhlRGd3TUVnfDMyZjliMjIwMzNhZGQzYTBhN2RkOGJlN2Y5OGUyYWYwYjljMWMxMGI2MmFiY2QyNjNmOTIzMzg3NGJjOGM3YTc,,https://static.bihr.pro/eBihr/Pictures/BITUBO-pictures.zip,,Spain Warehouse (Parts)
1021699,59554,A1010SSWNB,BITUBO,BITUB STEERING DAMPER RED,Cilindro amortiguador de dirección Bitubo color Rojo L.282mm,337.99,279.33,181.56,8033914143305,1,8714109090,0,1,Length 282mm,Length 282mm,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,7534,594,451,174,96,,,,,,https://api.mybihr.com/medias/1021699-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjM5ODd8aW1hZ2UvanBlZ3xhRGM1TDJoalpDODRPVFk1TWpJeU1EazBPRGM0THpFd01qRTJPVGt0TVY4NE1EQlhlRGd3TUVnfDVkM2JlZjM4ODUwOTRiMTUyNGRlOTViZTEzNzdjZjk1ZThiNTliNjRkOWRjZWNkZjZhNTYyMmIxZjgxY2FmZWE,,https://static.bihr.pro/eBihr/Pictures/BITUBO-pictures.zip,,Spain Warehouse (Parts)
1021784,59491,KIT114,BITUBO,BITUB STEERING DAMPER MOUNTING KIT,Kit montaje amortiguador de dirección Bitubo,83.49,69.00,44.85,8033914009090,2,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,1508,65,258,167,35,,,,,,https://api.mybihr.com/medias/1021784-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODEyNzF8aW1hZ2UvanBlZ3xhREU0TDJnek1DODVNREV5TlRNNE5qTTRNelkyTHpFd01qRTNPRFF0TVY4NE1EQlhlRGd3TUVnfDIyMmUxMDQ1NWI5MzQzZDU3ODdkZDlmNDM3ZTQ5MzU4ZDQ4ZTllYjYxYTc2NzQ2NWE4MjlmZmE2MjJkNWE1YTA,,https://static.bihr.pro/eBihr/Pictures/BITUBO-pictures.zip,,Spain Warehouse (Parts)
1021789,59496,KIT119,BITUBO,BITUB STEERING DAMPER MOUNTING KIT,Kit montaje amortiguador de dirección Bitubo,334.49,276.44,179.69,8033914008116,2,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,1571,186,255,154,40,,,,,,https://api.mybihr.com/medias/1021789-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODEyNzF8aW1hZ2UvanBlZ3xhR0ZqTDJobVpTODRPVFk1TWpNNU56ZzVOVGs0THpFd01qRTNPRGt0TVY4NE1EQlhlRGd3TUVnfGE1ODUyNDJjODAwYjEyOTI0ZGQ5Zjg4ZDJkY2EwN2JmNGJhN2MyOTQ4OTNiNzc2ZWYwZTgwZjVkNDk3NDJmZTk,,https://static.bihr.pro/eBihr/Pictures/BITUBO-pictures.zip,,Spain Warehouse (Parts)
1021790,59497,KIT120,BITUBO,BITUB STEERING DAMPER MOUNTING KIT,Kit montaje amortiguador de dirección Bitubo,201.49,166.52,108.24,8033914010959,1,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,7567,176,453,174,96,,,,,,https://api.mybihr.com/medias/1021790-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODEyNzF8aW1hZ2UvanBlZ3xhRGd5TDJobVlTODRPVFk1TWpNNU9UZzJNakEyTHpFd01qRTNPVEF0TVY4NE1EQlhlRGd3TUVnfDE0ZmU1MDg5OTk5MzRiZjkyNjRhNWQ4MjgxOWY2MzcxMDJjMzM2NzM3NmExOGJiNTQ4MTIyYjYzZTIwOGJkNDE,,https://static.bihr.pro/eBihr/Pictures/BITUBO-pictures.zip,,Spain Warehouse (Parts)
1021792,59499,KIT122,BITUBO,BITUB STEERING DAMPER MOUNTING KIT,Kit montaje amortiguador de dirección Bitubo,83.49,69.00,44.85,8033914135928,1,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,1553,90,258,172,35,,,,,,https://api.mybihr.com/medias/1021792-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODEyNzF8aW1hZ2UvanBlZ3xhRGRpTDJnd09DODRPVFk1TWpRd016YzVOREl5THpFd01qRTNPVEl0TVY4NE1EQlhlRGd3TUVnfDkwMmRkMmU2ZjIzNDViYzViNjEzMjcxNWRkZDcyN2JhYzVlNDVlNTkxYzg3MTZkNTIzZTYyYjNmZTZmNjc0MGM,,https://static.bihr.pro/eBihr/Pictures/BITUBO-pictures.zip,,Spain Warehouse (Parts)
1021795,59502,KIT126,BITUBO,BITUB STEERING DAMPER MOUNTING KIT,Kit montaje amortiguador de dirección Bitubo,255.19,210.90,108.85,8033914004309,1,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,7567,1,453,174,96,,,,,,https://api.mybihr.com/medias/1021795-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODEyNzF8aW1hZ2UvanBlZ3xhR1E1TDJneFl5ODRPVFk1TWpRd09UWTVNalEyTHpFd01qRTNPVFV0TVY4NE1EQlhlRGd3TUVnfGRjNmMyYmU4MWE4YWVmZmQ0NTc3YTE1M2ZhOGRiYWM3ZmJhOTQ3ZmY0ZjQ3ZjdmNmExZTIzOWYxMzVjZDNmNWU,,https://static.bihr.pro/eBihr/Pictures/BITUBO-pictures.zip,,Spain Warehouse (Parts)
1021740,59447,KIT056,BITUBO,BITUB STEERING DAMPER MOUNTING KIT,Kit montaje amortiguador de dirección Bitubo,306.13,253.00,130.57,8033914113841,1,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,7531,500,453,175,95,,,,,,https://api.mybihr.com/medias/1021740-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODEyNzF8aW1hZ2UvanBlZ3xhRFUxTDJoalpTODRPVFk1TWpNd01UVTFPREEyTHpFd01qRTNOREF0TVY4NE1EQlhlRGd3TUVnfDljMmRhMjhjNmU1ZTBiNzY3ZmEyNWYyNWZhMTZhNjZkZjk1MTE5OGI3OTI5MjQxMzkyODM2NzM5MzA0MDAyMWY,,https://static.bihr.pro/eBihr/Pictures/BITUBO-pictures.zip,,Spain Warehouse (Parts)
1021769,59476,KIT091,BITUBO,BITUB STEERING DAMPER MOUNTING KIT,Kit montaje amortiguador de dirección Bitubo,207.99,171.89,111.73,8033914137724,1,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p><a id=""_dx_frag_StartFragment""></a>BITUBO is an Italian manufacturer of forks, shock absorbers and steering dampers for motorcycles and maxi-scooters. Race-developed, this manufacturer's suspension components combine performance and aesthetics.</p></body> </html>","       BITUBO is an Italian manufacturer of forks, shock absorbers and steering dampers for motorcycles and maxi-scooters. Race-developed, this manufacturer's suspension components combine performance and aesthetics. ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,1902,131,254,156,48,,,,,,https://api.mybihr.com/medias/1021769-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODEyNzF8aW1hZ2UvanBlZ3xhRGN4TDJoaE5TODRPVFk1TWpNMU9EVTNORE00THpFd01qRTNOamt0TVY4NE1EQlhlRGd3TUVnfDVlZmZhY2ZkMjJmZGIzYzVkNTg0ZDAxODY3MDU5OWI0YWYyY2I3OGNlNmYxM2UyNWEyYzk2NmU0Y2RjMDk2NWQ,,https://static.bihr.pro/eBihr/Pictures/BITUBO-pictures.zip,,Spain Warehouse (Parts)
